Address,restaurantNumber,restaurantName,Item Name,Item Type,Item Price,Item Delivery Price,Protein
5310 Lakewood Blvd,679,Lakewood Mall,Steak Quesadilla,Quesadilla,11.9,15.45,Steak
370 W Parrish Ln,4340,Centerville - UT,Carnitas Burrito,Burrito,9.75,12.7,Carnitas
370 W Parrish Ln,4340,Centerville - UT,Veggie Burrito,Burrito,9.1,11.85,Veggie
370 W Parrish Ln,4340,Centerville - UT,Beef Barbacoa Burrito,Burrito,10.85,14.1,Beef Barbacoa
370 W Parrish Ln,4340,Centerville - UT,Steak Burrito,Burrito,10.85,14.1,Steak
370 W Parrish Ln,4340,Centerville - UT,Chicken Burrito,Burrito,9.1,11.85,Chicken
370 W Parrish Ln,4340,Centerville - UT,Sofritas Burrito,Burrito,9.1,11.85,Sofritas
370 W Parrish Ln,4340,Centerville - UT,Chicken al Pastor Burrito,Burrito,9.6,12.5,Chicken al Pastor
370 W Parrish Ln,4340,Centerville - UT,Steak Taco,Tacos,10.85,14.1,Steak
370 W Parrish Ln,4340,Centerville - UT,Chicken Taco,Tacos,9.1,11.85,Chicken
370 W Parrish Ln,4340,Centerville - UT,Carnitas Taco,Tacos,9.75,12.7,Carnitas
370 W Parrish Ln,4340,Centerville - UT,Veggie Taco,Tacos,9.1,11.85,Veggie
370 W Parrish Ln,4340,Centerville - UT,Beef Barbacoa Taco,Tacos,10.85,14.1,Beef Barbacoa
370 W Parrish Ln,4340,Centerville - UT,Sofritas Taco,Tacos,9.1,11.85,Sofritas
370 W Parrish Ln,4340,Centerville - UT,Chicken al Pastor Taco,Tacos,3.5,4.55,Chicken al Pastor
370 W Parrish Ln,4340,Centerville - UT,Chicken al Pastor Taco,Tacos,9.6,12.5,Chicken al Pastor
370 W Parrish Ln,4340,Centerville - UT,Veggie Taco,Tacos,3.3,4.3,Veggie
370 W Parrish Ln,4340,Centerville - UT,Carnitas Taco,Tacos,3.5,4.55,Carnitas
370 W Parrish Ln,4340,Centerville - UT,Beef Barbacoa Taco,Tacos,3.95,5.15,Beef Barbacoa
370 W Parrish Ln,4340,Centerville - UT,Chicken Taco,Tacos,3.3,4.3,Chicken
370 W Parrish Ln,4340,Centerville - UT,Steak Taco,Tacos,3.95,5.15,Steak
370 W Parrish Ln,4340,Centerville - UT,Sofritas Taco,Tacos,3.3,4.3,Sofritas
370 W Parrish Ln,4340,Centerville - UT,Steak Bowl,Bowl,10.85,14.1,Steak
370 W Parrish Ln,4340,Centerville - UT,Chicken Bowl,Bowl,9.1,11.85,Chicken
370 W Parrish Ln,4340,Centerville - UT,Carnitas Bowl,Bowl,9.75,12.7,Carnitas
370 W Parrish Ln,4340,Centerville - UT,Veggie Bowl,Bowl,9.1,11.85,Veggie
370 W Parrish Ln,4340,Centerville - UT,Beef Barbacoa Bowl,Bowl,10.85,14.1,Beef Barbacoa
370 W Parrish Ln,4340,Centerville - UT,Chicken al Pastor Bowl,Bowl,9.6,12.5,Chicken al Pastor
370 W Parrish Ln,4340,Centerville - UT,Sofritas Bowl,Bowl,9.1,11.85,Sofritas
370 W Parrish Ln,4340,Centerville - UT,Steak Salad,Salad,10.85,14.1,Steak
370 W Parrish Ln,4340,Centerville - UT,Chicken Salad,Salad,9.1,11.85,Chicken
370 W Parrish Ln,4340,Centerville - UT,Carnitas Salad,Salad,9.75,12.7,Carnitas
370 W Parrish Ln,4340,Centerville - UT,Beef Barbacoa Salad,Salad,10.85,14.1,Beef Barbacoa
370 W Parrish Ln,4340,Centerville - UT,Veggie Salad,Salad,9.1,11.85,Veggie
370 W Parrish Ln,4340,Centerville - UT,Sofritas Salad,Salad,9.1,11.85,Sofritas
370 W Parrish Ln,4340,Centerville - UT,Chicken al Pastor Salad,Salad,9.6,12.5,Chicken al Pastor
370 W Parrish Ln,4340,Centerville - UT,Cheese Kids Build Your Own,KidsBYO,5.6,7.3,Cheese
370 W Parrish Ln,4340,Centerville - UT,Chicken Kids Build Your Own,KidsBYO,5.6,7.3,Chicken
370 W Parrish Ln,4340,Centerville - UT,Steak Kids Build Your Own,KidsBYO,5.6,7.3,Steak
370 W Parrish Ln,4340,Centerville - UT,Carnitas Kids Build Your Own,KidsBYO,5.6,7.3,Carnitas
370 W Parrish Ln,4340,Centerville - UT,Beef Barbacoa Kids Build Your Own,KidsBYO,5.6,7.3,Beef Barbacoa
370 W Parrish Ln,4340,Centerville - UT,Sofritas Kids Build Your Own,KidsBYO,5.6,7.3,Sofritas
370 W Parrish Ln,4340,Centerville - UT,Chicken al Pastor Kids Build Your Own,KidsBYO,5.6,7.3,Chicken al Pastor
370 W Parrish Ln,4340,Centerville - UT,Guacamole Kids Build Your Own,KidsBYO,5.6,7.3,Guacamole
370 W Parrish Ln,4340,Centerville - UT,Queso Blanco Kids Build Your Own,KidsBYO,5.6,7.3,Queso Blanco
370 W Parrish Ln,4340,Centerville - UT,Cheese Only Kids Quesadilla,KidsQuesadilla,4.4,5.7,Cheese Only
370 W Parrish Ln,4340,Centerville - UT,Chicken Kids Quesadilla,KidsQuesadilla,4.95,6.45,Chicken
370 W Parrish Ln,4340,Centerville - UT,Steak Kids Quesadilla,KidsQuesadilla,4.95,6.45,Steak
370 W Parrish Ln,4340,Centerville - UT,Carnitas Kids Quesadilla,KidsQuesadilla,4.95,6.45,Carnitas
370 W Parrish Ln,4340,Centerville - UT,Beef Barbacoa Kids Quesadilla,KidsQuesadilla,4.95,6.45,Beef Barbacoa
370 W Parrish Ln,4340,Centerville - UT,Sofritas Kids Quesadilla,KidsQuesadilla,4.95,6.45,Sofritas
370 W Parrish Ln,4340,Centerville - UT,Guacamole Kids Quesadilla,KidsQuesadilla,4.95,6.45,Guacamole
370 W Parrish Ln,4340,Centerville - UT,Chicken al Pastor Kids Quesadilla,KidsQuesadilla,4.95,6.45,Chicken al Pastor
370 W Parrish Ln,4340,Centerville - UT,Carnitas Quesadilla,Quesadilla,10.3,13.4,Carnitas
370 W Parrish Ln,4340,Centerville - UT,Beef Barbacoa Quesadilla,Quesadilla,11.4,14.8,Beef Barbacoa
370 W Parrish Ln,4340,Centerville - UT,Sofritas Quesadilla,Quesadilla,9.65,12.55,Sofritas
370 W Parrish Ln,4340,Centerville - UT,Chicken al Pastor Quesadilla,Quesadilla,10.15,13.2,Chicken al Pastor
370 W Parrish Ln,4340,Centerville - UT,Chicken Quesadilla,Quesadilla,9.65,12.55,Chicken
370 W Parrish Ln,4340,Centerville - UT,Cheese Only Quesadilla,Quesadilla,9.65,12.55,Cheese Only
370 W Parrish Ln,4340,Centerville - UT,Steak Quesadilla,Quesadilla,11.4,14.8,Steak
205 N Milwaukee St,1624,Boise Towne Square,Carnitas Burrito,Burrito,9.6,12.5,Carnitas
205 N Milwaukee St,1624,Boise Towne Square,Veggie Burrito,Burrito,8.95,11.65,Veggie
205 N Milwaukee St,1624,Boise Towne Square,Beef Barbacoa Burrito,Burrito,10.7,13.9,Beef Barbacoa
205 N Milwaukee St,1624,Boise Towne Square,Steak Burrito,Burrito,10.7,13.9,Steak
205 N Milwaukee St,1624,Boise Towne Square,Chicken Burrito,Burrito,8.95,11.65,Chicken
205 N Milwaukee St,1624,Boise Towne Square,Sofritas Burrito,Burrito,8.95,11.65,Sofritas
205 N Milwaukee St,1624,Boise Towne Square,Chicken al Pastor Burrito,Burrito,9.45,12.3,Chicken al Pastor
205 N Milwaukee St,1624,Boise Towne Square,Steak Taco,Tacos,10.7,13.9,Steak
205 N Milwaukee St,1624,Boise Towne Square,Chicken Taco,Tacos,8.95,11.65,Chicken
205 N Milwaukee St,1624,Boise Towne Square,Carnitas Taco,Tacos,9.6,12.5,Carnitas
205 N Milwaukee St,1624,Boise Towne Square,Veggie Taco,Tacos,8.95,11.65,Veggie
205 N Milwaukee St,1624,Boise Towne Square,Beef Barbacoa Taco,Tacos,10.7,13.9,Beef Barbacoa
205 N Milwaukee St,1624,Boise Towne Square,Sofritas Taco,Tacos,8.95,11.65,Sofritas
205 N Milwaukee St,1624,Boise Towne Square,Chicken al Pastor Taco,Tacos,3.5,4.55,Chicken al Pastor
205 N Milwaukee St,1624,Boise Towne Square,Chicken al Pastor Taco,Tacos,9.45,12.3,Chicken al Pastor
205 N Milwaukee St,1624,Boise Towne Square,Veggie Taco,Tacos,3.3,4.3,Veggie
205 N Milwaukee St,1624,Boise Towne Square,Carnitas Taco,Tacos,3.5,4.55,Carnitas
205 N Milwaukee St,1624,Boise Towne Square,Beef Barbacoa Taco,Tacos,3.95,5.15,Beef Barbacoa
205 N Milwaukee St,1624,Boise Towne Square,Chicken Taco,Tacos,3.3,4.3,Chicken
205 N Milwaukee St,1624,Boise Towne Square,Steak Taco,Tacos,3.95,5.15,Steak
205 N Milwaukee St,1624,Boise Towne Square,Sofritas Taco,Tacos,3.3,4.3,Sofritas
205 N Milwaukee St,1624,Boise Towne Square,Steak Bowl,Bowl,10.7,13.9,Steak
205 N Milwaukee St,1624,Boise Towne Square,Chicken Bowl,Bowl,8.95,11.65,Chicken
205 N Milwaukee St,1624,Boise Towne Square,Carnitas Bowl,Bowl,9.6,12.5,Carnitas
205 N Milwaukee St,1624,Boise Towne Square,Veggie Bowl,Bowl,8.95,11.65,Veggie
205 N Milwaukee St,1624,Boise Towne Square,Beef Barbacoa Bowl,Bowl,10.7,13.9,Beef Barbacoa
205 N Milwaukee St,1624,Boise Towne Square,Chicken al Pastor Bowl,Bowl,9.45,12.3,Chicken al Pastor
205 N Milwaukee St,1624,Boise Towne Square,Sofritas Bowl,Bowl,8.95,11.65,Sofritas
205 N Milwaukee St,1624,Boise Towne Square,Steak Salad,Salad,10.7,13.9,Steak
205 N Milwaukee St,1624,Boise Towne Square,Chicken Salad,Salad,8.95,11.65,Chicken
205 N Milwaukee St,1624,Boise Towne Square,Carnitas Salad,Salad,9.6,12.5,Carnitas
205 N Milwaukee St,1624,Boise Towne Square,Beef Barbacoa Salad,Salad,10.7,13.9,Beef Barbacoa
205 N Milwaukee St,1624,Boise Towne Square,Veggie Salad,Salad,8.95,11.65,Veggie
205 N Milwaukee St,1624,Boise Towne Square,Sofritas Salad,Salad,8.95,11.65,Sofritas
205 N Milwaukee St,1624,Boise Towne Square,Chicken al Pastor Salad,Salad,9.45,12.3,Chicken al Pastor
205 N Milwaukee St,1624,Boise Towne Square,Cheese Kids Build Your Own,KidsBYO,5.6,7.3,Cheese
205 N Milwaukee St,1624,Boise Towne Square,Chicken Kids Build Your Own,KidsBYO,5.6,7.3,Chicken
205 N Milwaukee St,1624,Boise Towne Square,Steak Kids Build Your Own,KidsBYO,5.6,7.3,Steak
205 N Milwaukee St,1624,Boise Towne Square,Carnitas Kids Build Your Own,KidsBYO,5.6,7.3,Carnitas
205 N Milwaukee St,1624,Boise Towne Square,Beef Barbacoa Kids Build Your Own,KidsBYO,5.6,7.3,Beef Barbacoa
205 N Milwaukee St,1624,Boise Towne Square,Sofritas Kids Build Your Own,KidsBYO,5.6,7.3,Sofritas
205 N Milwaukee St,1624,Boise Towne Square,Chicken al Pastor Kids Build Your Own,KidsBYO,5.6,7.3,Chicken al Pastor
205 N Milwaukee St,1624,Boise Towne Square,Guacamole Kids Build Your Own,KidsBYO,5.6,7.3,Guacamole
205 N Milwaukee St,1624,Boise Towne Square,Queso Blanco Kids Build Your Own,KidsBYO,5.6,7.3,Queso Blanco
205 N Milwaukee St,1624,Boise Towne Square,Cheese Only Kids Quesadilla,KidsQuesadilla,4.4,5.7,Cheese Only
205 N Milwaukee St,1624,Boise Towne Square,Chicken Kids Quesadilla,KidsQuesadilla,4.95,6.45,Chicken
205 N Milwaukee St,1624,Boise Towne Square,Steak Kids Quesadilla,KidsQuesadilla,4.95,6.45,Steak
205 N Milwaukee St,1624,Boise Towne Square,Carnitas Kids Quesadilla,KidsQuesadilla,4.95,6.45,Carnitas
205 N Milwaukee St,1624,Boise Towne Square,Beef Barbacoa Kids Quesadilla,KidsQuesadilla,4.95,6.45,Beef Barbacoa
205 N Milwaukee St,1624,Boise Towne Square,Sofritas Kids Quesadilla,KidsQuesadilla,4.95,6.45,Sofritas
205 N Milwaukee St,1624,Boise Towne Square,Guacamole Kids Quesadilla,KidsQuesadilla,4.95,6.45,Guacamole
205 N Milwaukee St,1624,Boise Towne Square,Chicken al Pastor Kids Quesadilla,KidsQuesadilla,4.95,6.45,Chicken al Pastor
205 N Milwaukee St,1624,Boise Towne Square,Carnitas Quesadilla,Quesadilla,10.15,13.2,Carnitas
205 N Milwaukee St,1624,Boise Towne Square,Beef Barbacoa Quesadilla,Quesadilla,11.25,14.65,Beef Barbacoa
205 N Milwaukee St,1624,Boise Towne Square,Sofritas Quesadilla,Quesadilla,9.5,12.35,Sofritas
205 N Milwaukee St,1624,Boise Towne Square,Chicken al Pastor Quesadilla,Quesadilla,10,13,Chicken al Pastor
205 N Milwaukee St,1624,Boise Towne Square,Chicken Quesadilla,Quesadilla,9.5,12.35,Chicken
205 N Milwaukee St,1624,Boise Towne Square,Cheese Only Quesadilla,Quesadilla,9.5,12.35,Cheese Only
205 N Milwaukee St,1624,Boise Towne Square,Steak Quesadilla,Quesadilla,11.25,14.65,Steak
5223 Buckeystown Pike,332,Westview,Carnitas Burrito,Burrito,9.75,12.7,Carnitas
5223 Buckeystown Pike,332,Westview,Veggie Burrito,Burrito,9.1,11.85,Veggie
5223 Buckeystown Pike,332,Westview,Beef Barbacoa Burrito,Burrito,10.85,14.1,Beef Barbacoa
5223 Buckeystown Pike,332,Westview,Steak Burrito,Burrito,10.85,14.1,Steak
5223 Buckeystown Pike,332,Westview,Chicken Burrito,Burrito,9.1,11.85,Chicken
5223 Buckeystown Pike,332,Westview,Sofritas Burrito,Burrito,9.1,11.85,Sofritas
5223 Buckeystown Pike,332,Westview,Chicken al Pastor Burrito,Burrito,9.6,12.5,Chicken al Pastor
5223 Buckeystown Pike,332,Westview,Steak Taco,Tacos,10.85,14.1,Steak
5223 Buckeystown Pike,332,Westview,Chicken Taco,Tacos,9.1,11.85,Chicken
5223 Buckeystown Pike,332,Westview,Carnitas Taco,Tacos,9.75,12.7,Carnitas
5223 Buckeystown Pike,332,Westview,Veggie Taco,Tacos,9.1,11.85,Veggie
5223 Buckeystown Pike,332,Westview,Beef Barbacoa Taco,Tacos,10.85,14.1,Beef Barbacoa
5223 Buckeystown Pike,332,Westview,Sofritas Taco,Tacos,9.1,11.85,Sofritas
5223 Buckeystown Pike,332,Westview,Chicken al Pastor Taco,Tacos,3.5,4.55,Chicken al Pastor
5223 Buckeystown Pike,332,Westview,Chicken al Pastor Taco,Tacos,9.6,12.5,Chicken al Pastor
5223 Buckeystown Pike,332,Westview,Veggie Taco,Tacos,3.3,4.3,Veggie
5223 Buckeystown Pike,332,Westview,Carnitas Taco,Tacos,3.5,4.55,Carnitas
5223 Buckeystown Pike,332,Westview,Beef Barbacoa Taco,Tacos,3.95,5.15,Beef Barbacoa
5223 Buckeystown Pike,332,Westview,Chicken Taco,Tacos,3.3,4.3,Chicken
5223 Buckeystown Pike,332,Westview,Steak Taco,Tacos,3.95,5.15,Steak
5223 Buckeystown Pike,332,Westview,Sofritas Taco,Tacos,3.3,4.3,Sofritas
5223 Buckeystown Pike,332,Westview,Steak Bowl,Bowl,10.85,14.1,Steak
5223 Buckeystown Pike,332,Westview,Chicken Bowl,Bowl,9.1,11.85,Chicken
5223 Buckeystown Pike,332,Westview,Carnitas Bowl,Bowl,9.75,12.7,Carnitas
5223 Buckeystown Pike,332,Westview,Veggie Bowl,Bowl,9.1,11.85,Veggie
5223 Buckeystown Pike,332,Westview,Beef Barbacoa Bowl,Bowl,10.85,14.1,Beef Barbacoa
5223 Buckeystown Pike,332,Westview,Chicken al Pastor Bowl,Bowl,9.6,12.5,Chicken al Pastor
5223 Buckeystown Pike,332,Westview,Sofritas Bowl,Bowl,9.1,11.85,Sofritas
5223 Buckeystown Pike,332,Westview,Steak Salad,Salad,10.85,14.1,Steak
5223 Buckeystown Pike,332,Westview,Chicken Salad,Salad,9.1,11.85,Chicken
5223 Buckeystown Pike,332,Westview,Carnitas Salad,Salad,9.75,12.7,Carnitas
5223 Buckeystown Pike,332,Westview,Beef Barbacoa Salad,Salad,10.85,14.1,Beef Barbacoa
5223 Buckeystown Pike,332,Westview,Veggie Salad,Salad,9.1,11.85,Veggie
5223 Buckeystown Pike,332,Westview,Sofritas Salad,Salad,9.1,11.85,Sofritas
5223 Buckeystown Pike,332,Westview,Chicken al Pastor Salad,Salad,9.6,12.5,Chicken al Pastor
5223 Buckeystown Pike,332,Westview,Cheese Kids Build Your Own,KidsBYO,5.6,7.3,Cheese
5223 Buckeystown Pike,332,Westview,Chicken Kids Build Your Own,KidsBYO,5.6,7.3,Chicken
5223 Buckeystown Pike,332,Westview,Steak Kids Build Your Own,KidsBYO,5.6,7.3,Steak
5223 Buckeystown Pike,332,Westview,Carnitas Kids Build Your Own,KidsBYO,5.6,7.3,Carnitas
5223 Buckeystown Pike,332,Westview,Beef Barbacoa Kids Build Your Own,KidsBYO,5.6,7.3,Beef Barbacoa
5223 Buckeystown Pike,332,Westview,Sofritas Kids Build Your Own,KidsBYO,5.6,7.3,Sofritas
5223 Buckeystown Pike,332,Westview,Chicken al Pastor Kids Build Your Own,KidsBYO,5.6,7.3,Chicken al Pastor
5223 Buckeystown Pike,332,Westview,Guacamole Kids Build Your Own,KidsBYO,5.6,7.3,Guacamole
5223 Buckeystown Pike,332,Westview,Queso Blanco Kids Build Your Own,KidsBYO,5.6,7.3,Queso Blanco
5223 Buckeystown Pike,332,Westview,Cheese Only Kids Quesadilla,KidsQuesadilla,4.4,5.7,Cheese Only
5223 Buckeystown Pike,332,Westview,Chicken Kids Quesadilla,KidsQuesadilla,4.95,6.45,Chicken
5223 Buckeystown Pike,332,Westview,Steak Kids Quesadilla,KidsQuesadilla,4.95,6.45,Steak
5223 Buckeystown Pike,332,Westview,Carnitas Kids Quesadilla,KidsQuesadilla,4.95,6.45,Carnitas
5223 Buckeystown Pike,332,Westview,Beef Barbacoa Kids Quesadilla,KidsQuesadilla,4.95,6.45,Beef Barbacoa
5223 Buckeystown Pike,332,Westview,Sofritas Kids Quesadilla,KidsQuesadilla,4.95,6.45,Sofritas
5223 Buckeystown Pike,332,Westview,Guacamole Kids Quesadilla,KidsQuesadilla,4.95,6.45,Guacamole
5223 Buckeystown Pike,332,Westview,Chicken al Pastor Kids Quesadilla,KidsQuesadilla,4.95,6.45,Chicken al Pastor
5223 Buckeystown Pike,332,Westview,Carnitas Quesadilla,Quesadilla,10.3,13.4,Carnitas
5223 Buckeystown Pike,332,Westview,Beef Barbacoa Quesadilla,Quesadilla,11.4,14.8,Beef Barbacoa
5223 Buckeystown Pike,332,Westview,Sofritas Quesadilla,Quesadilla,9.65,12.55,Sofritas
5223 Buckeystown Pike,332,Westview,Chicken al Pastor Quesadilla,Quesadilla,10.15,13.2,Chicken al Pastor
5223 Buckeystown Pike,332,Westview,Chicken Quesadilla,Quesadilla,9.65,12.55,Chicken
5223 Buckeystown Pike,332,Westview,Cheese Only Quesadilla,Quesadilla,9.65,12.55,Cheese Only
5223 Buckeystown Pike,332,Westview,Steak Quesadilla,Quesadilla,11.4,14.8,Steak
7311 Sudley Rd,317,Manassas,Carnitas Burrito,Burrito,10.4,13.5,Carnitas
7311 Sudley Rd,317,Manassas,Veggie Burrito,Burrito,9.75,12.7,Veggie
7311 Sudley Rd,317,Manassas,Beef Barbacoa Burrito,Burrito,11.5,14.95,Beef Barbacoa
7311 Sudley Rd,317,Manassas,Steak Burrito,Burrito,11.5,14.95,Steak
7311 Sudley Rd,317,Manassas,Chicken Burrito,Burrito,9.75,12.7,Chicken
7311 Sudley Rd,317,Manassas,Sofritas Burrito,Burrito,9.75,12.7,Sofritas
7311 Sudley Rd,317,Manassas,Chicken al Pastor Burrito,Burrito,10.25,13.35,Chicken al Pastor
7311 Sudley Rd,317,Manassas,Steak Taco,Tacos,11.5,14.95,Steak
7311 Sudley Rd,317,Manassas,Chicken Taco,Tacos,9.75,12.7,Chicken
7311 Sudley Rd,317,Manassas,Carnitas Taco,Tacos,10.4,13.5,Carnitas
7311 Sudley Rd,317,Manassas,Veggie Taco,Tacos,9.75,12.7,Veggie
7311 Sudley Rd,317,Manassas,Beef Barbacoa Taco,Tacos,11.5,14.95,Beef Barbacoa
7311 Sudley Rd,317,Manassas,Sofritas Taco,Tacos,9.75,12.7,Sofritas
7311 Sudley Rd,317,Manassas,Chicken al Pastor Taco,Tacos,3.8,4.95,Chicken al Pastor
7311 Sudley Rd,317,Manassas,Chicken al Pastor Taco,Tacos,10.25,13.35,Chicken al Pastor
7311 Sudley Rd,317,Manassas,Veggie Taco,Tacos,3.6,4.7,Veggie
7311 Sudley Rd,317,Manassas,Carnitas Taco,Tacos,3.8,4.95,Carnitas
7311 Sudley Rd,317,Manassas,Beef Barbacoa Taco,Tacos,4.25,5.55,Beef Barbacoa
7311 Sudley Rd,317,Manassas,Chicken Taco,Tacos,3.6,4.7,Chicken
7311 Sudley Rd,317,Manassas,Steak Taco,Tacos,4.25,5.55,Steak
7311 Sudley Rd,317,Manassas,Sofritas Taco,Tacos,3.6,4.7,Sofritas
7311 Sudley Rd,317,Manassas,Steak Bowl,Bowl,11.5,14.95,Steak
7311 Sudley Rd,317,Manassas,Chicken Bowl,Bowl,9.75,12.7,Chicken
7311 Sudley Rd,317,Manassas,Carnitas Bowl,Bowl,10.4,13.5,Carnitas
7311 Sudley Rd,317,Manassas,Veggie Bowl,Bowl,9.75,12.7,Veggie
7311 Sudley Rd,317,Manassas,Beef Barbacoa Bowl,Bowl,11.5,14.95,Beef Barbacoa
7311 Sudley Rd,317,Manassas,Chicken al Pastor Bowl,Bowl,10.25,13.35,Chicken al Pastor
7311 Sudley Rd,317,Manassas,Sofritas Bowl,Bowl,9.75,12.7,Sofritas
7311 Sudley Rd,317,Manassas,Steak Salad,Salad,11.5,14.95,Steak
7311 Sudley Rd,317,Manassas,Chicken Salad,Salad,9.75,12.7,Chicken
7311 Sudley Rd,317,Manassas,Carnitas Salad,Salad,10.4,13.5,Carnitas
7311 Sudley Rd,317,Manassas,Beef Barbacoa Salad,Salad,11.5,14.95,Beef Barbacoa
7311 Sudley Rd,317,Manassas,Veggie Salad,Salad,9.75,12.7,Veggie
7311 Sudley Rd,317,Manassas,Sofritas Salad,Salad,9.75,12.7,Sofritas
7311 Sudley Rd,317,Manassas,Chicken al Pastor Salad,Salad,10.25,13.35,Chicken al Pastor
7311 Sudley Rd,317,Manassas,Cheese Kids Build Your Own,KidsBYO,5.95,7.75,Cheese
7311 Sudley Rd,317,Manassas,Chicken Kids Build Your Own,KidsBYO,5.95,7.75,Chicken
7311 Sudley Rd,317,Manassas,Steak Kids Build Your Own,KidsBYO,5.95,7.75,Steak
7311 Sudley Rd,317,Manassas,Carnitas Kids Build Your Own,KidsBYO,5.95,7.75,Carnitas
7311 Sudley Rd,317,Manassas,Beef Barbacoa Kids Build Your Own,KidsBYO,5.95,7.75,Beef Barbacoa
7311 Sudley Rd,317,Manassas,Sofritas Kids Build Your Own,KidsBYO,5.95,7.75,Sofritas
7311 Sudley Rd,317,Manassas,Chicken al Pastor Kids Build Your Own,KidsBYO,5.95,7.75,Chicken al Pastor
7311 Sudley Rd,317,Manassas,Guacamole Kids Build Your Own,KidsBYO,5.95,7.75,Guacamole
7311 Sudley Rd,317,Manassas,Queso Blanco Kids Build Your Own,KidsBYO,5.95,7.75,Queso Blanco
7311 Sudley Rd,317,Manassas,Cheese Only Kids Quesadilla,KidsQuesadilla,4.9,6.35,Cheese Only
7311 Sudley Rd,317,Manassas,Chicken Kids Quesadilla,KidsQuesadilla,5.5,7.15,Chicken
7311 Sudley Rd,317,Manassas,Steak Kids Quesadilla,KidsQuesadilla,5.5,7.15,Steak
7311 Sudley Rd,317,Manassas,Carnitas Kids Quesadilla,KidsQuesadilla,5.5,7.15,Carnitas
7311 Sudley Rd,317,Manassas,Beef Barbacoa Kids Quesadilla,KidsQuesadilla,5.5,7.15,Beef Barbacoa
7311 Sudley Rd,317,Manassas,Sofritas Kids Quesadilla,KidsQuesadilla,5.5,7.15,Sofritas
7311 Sudley Rd,317,Manassas,Guacamole Kids Quesadilla,KidsQuesadilla,5.5,7.15,Guacamole
7311 Sudley Rd,317,Manassas,Chicken al Pastor Kids Quesadilla,KidsQuesadilla,5.5,7.15,Chicken al Pastor
7311 Sudley Rd,317,Manassas,Carnitas Quesadilla,Quesadilla,10.95,14.25,Carnitas
7311 Sudley Rd,317,Manassas,Beef Barbacoa Quesadilla,Quesadilla,12.05,15.65,Beef Barbacoa
7311 Sudley Rd,317,Manassas,Sofritas Quesadilla,Quesadilla,10.3,13.4,Sofritas
7311 Sudley Rd,317,Manassas,Chicken al Pastor Quesadilla,Quesadilla,10.8,14.05,Chicken al Pastor
7311 Sudley Rd,317,Manassas,Chicken Quesadilla,Quesadilla,10.3,13.4,Chicken
7311 Sudley Rd,317,Manassas,Cheese Only Quesadilla,Quesadilla,10.3,13.4,Cheese Only
7311 Sudley Rd,317,Manassas,Steak Quesadilla,Quesadilla,12.05,15.65,Steak
246 E Lake Mead Pkwy,3392,Boulder Hwy and Lake Mead,Carnitas Burrito,Burrito,9.75,12.7,Carnitas
246 E Lake Mead Pkwy,3392,Boulder Hwy and Lake Mead,Veggie Burrito,Burrito,9.1,11.85,Veggie
246 E Lake Mead Pkwy,3392,Boulder Hwy and Lake Mead,Beef Barbacoa Burrito,Burrito,10.85,14.1,Beef Barbacoa
246 E Lake Mead Pkwy,3392,Boulder Hwy and Lake Mead,Steak Burrito,Burrito,10.85,14.1,Steak
246 E Lake Mead Pkwy,3392,Boulder Hwy and Lake Mead,Chicken Burrito,Burrito,9.1,11.85,Chicken
246 E Lake Mead Pkwy,3392,Boulder Hwy and Lake Mead,Sofritas Burrito,Burrito,9.1,11.85,Sofritas
246 E Lake Mead Pkwy,3392,Boulder Hwy and Lake Mead,Chicken al Pastor Burrito,Burrito,9.6,12.5,Chicken al Pastor
246 E Lake Mead Pkwy,3392,Boulder Hwy and Lake Mead,Steak Taco,Tacos,10.85,14.1,Steak
246 E Lake Mead Pkwy,3392,Boulder Hwy and Lake Mead,Chicken Taco,Tacos,9.1,11.85,Chicken
246 E Lake Mead Pkwy,3392,Boulder Hwy and Lake Mead,Carnitas Taco,Tacos,9.75,12.7,Carnitas
246 E Lake Mead Pkwy,3392,Boulder Hwy and Lake Mead,Veggie Taco,Tacos,9.1,11.85,Veggie
246 E Lake Mead Pkwy,3392,Boulder Hwy and Lake Mead,Beef Barbacoa Taco,Tacos,10.85,14.1,Beef Barbacoa
246 E Lake Mead Pkwy,3392,Boulder Hwy and Lake Mead,Sofritas Taco,Tacos,9.1,11.85,Sofritas
246 E Lake Mead Pkwy,3392,Boulder Hwy and Lake Mead,Chicken al Pastor Taco,Tacos,3.5,4.55,Chicken al Pastor
246 E Lake Mead Pkwy,3392,Boulder Hwy and Lake Mead,Chicken al Pastor Taco,Tacos,9.6,12.5,Chicken al Pastor
246 E Lake Mead Pkwy,3392,Boulder Hwy and Lake Mead,Veggie Taco,Tacos,3.3,4.3,Veggie
246 E Lake Mead Pkwy,3392,Boulder Hwy and Lake Mead,Carnitas Taco,Tacos,3.5,4.55,Carnitas
246 E Lake Mead Pkwy,3392,Boulder Hwy and Lake Mead,Beef Barbacoa Taco,Tacos,3.95,5.15,Beef Barbacoa
246 E Lake Mead Pkwy,3392,Boulder Hwy and Lake Mead,Chicken Taco,Tacos,3.3,4.3,Chicken
246 E Lake Mead Pkwy,3392,Boulder Hwy and Lake Mead,Steak Taco,Tacos,3.95,5.15,Steak
246 E Lake Mead Pkwy,3392,Boulder Hwy and Lake Mead,Sofritas Taco,Tacos,3.3,4.3,Sofritas
